task_id	sid	snap	run_label	mode	alpha	ray_id	spectrum_file	output_file
1	143881	99	L4Rvir	flip	0	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha0_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha000/L4Rvir_sid143881_J122138+043026_flip_alpha0_spectrum_fits.csv
2	143881	99	L4Rvir	flip	1	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha1_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha001/L4Rvir_sid143881_J122138+043026_flip_alpha1_spectrum_fits.csv
3	143881	99	L4Rvir	flip	2	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha2_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha002/L4Rvir_sid143881_J122138+043026_flip_alpha2_spectrum_fits.csv
4	143881	99	L4Rvir	flip	3	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha3_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha003/L4Rvir_sid143881_J122138+043026_flip_alpha3_spectrum_fits.csv
5	143881	99	L4Rvir	flip	4	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha4_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha004/L4Rvir_sid143881_J122138+043026_flip_alpha4_spectrum_fits.csv
6	143881	99	L4Rvir	flip	5	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha5_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha005/L4Rvir_sid143881_J122138+043026_flip_alpha5_spectrum_fits.csv
7	143881	99	L4Rvir	flip	6	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha6_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha006/L4Rvir_sid143881_J122138+043026_flip_alpha6_spectrum_fits.csv
8	143881	99	L4Rvir	flip	7	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha7_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha007/L4Rvir_sid143881_J122138+043026_flip_alpha7_spectrum_fits.csv
9	143881	99	L4Rvir	flip	8	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha8_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha008/L4Rvir_sid143881_J122138+043026_flip_alpha8_spectrum_fits.csv
10	143881	99	L4Rvir	flip	9	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha9_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha009/L4Rvir_sid143881_J122138+043026_flip_alpha9_spectrum_fits.csv
11	143881	99	L4Rvir	flip	10	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha10_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha010/L4Rvir_sid143881_J122138+043026_flip_alpha10_spectrum_fits.csv
12	143881	99	L4Rvir	flip	11	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha11_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha011/L4Rvir_sid143881_J122138+043026_flip_alpha11_spectrum_fits.csv
13	143881	99	L4Rvir	flip	12	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha12_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha012/L4Rvir_sid143881_J122138+043026_flip_alpha12_spectrum_fits.csv
14	143881	99	L4Rvir	flip	13	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha13_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha013/L4Rvir_sid143881_J122138+043026_flip_alpha13_spectrum_fits.csv
15	143881	99	L4Rvir	flip	14	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha14_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha014/L4Rvir_sid143881_J122138+043026_flip_alpha14_spectrum_fits.csv
16	143881	99	L4Rvir	flip	15	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha15_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha015/L4Rvir_sid143881_J122138+043026_flip_alpha15_spectrum_fits.csv
17	143881	99	L4Rvir	flip	16	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha16_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha016/L4Rvir_sid143881_J122138+043026_flip_alpha16_spectrum_fits.csv
18	143881	99	L4Rvir	flip	17	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha17_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha017/L4Rvir_sid143881_J122138+043026_flip_alpha17_spectrum_fits.csv
19	143881	99	L4Rvir	flip	18	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha18_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha018/L4Rvir_sid143881_J122138+043026_flip_alpha18_spectrum_fits.csv
20	143881	99	L4Rvir	flip	19	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha19_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha019/L4Rvir_sid143881_J122138+043026_flip_alpha19_spectrum_fits.csv
21	143881	99	L4Rvir	flip	20	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha20_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha020/L4Rvir_sid143881_J122138+043026_flip_alpha20_spectrum_fits.csv
22	143881	99	L4Rvir	flip	21	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha21_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha021/L4Rvir_sid143881_J122138+043026_flip_alpha21_spectrum_fits.csv
23	143881	99	L4Rvir	flip	22	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha22_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha022/L4Rvir_sid143881_J122138+043026_flip_alpha22_spectrum_fits.csv
24	143881	99	L4Rvir	flip	23	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha23_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha023/L4Rvir_sid143881_J122138+043026_flip_alpha23_spectrum_fits.csv
25	143881	99	L4Rvir	flip	24	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha24_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha024/L4Rvir_sid143881_J122138+043026_flip_alpha24_spectrum_fits.csv
26	143881	99	L4Rvir	flip	25	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha25_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha025/L4Rvir_sid143881_J122138+043026_flip_alpha25_spectrum_fits.csv
27	143881	99	L4Rvir	flip	26	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha26_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha026/L4Rvir_sid143881_J122138+043026_flip_alpha26_spectrum_fits.csv
28	143881	99	L4Rvir	flip	27	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha27_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha027/L4Rvir_sid143881_J122138+043026_flip_alpha27_spectrum_fits.csv
29	143881	99	L4Rvir	flip	28	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha28_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha028/L4Rvir_sid143881_J122138+043026_flip_alpha28_spectrum_fits.csv
30	143881	99	L4Rvir	flip	29	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha29_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha029/L4Rvir_sid143881_J122138+043026_flip_alpha29_spectrum_fits.csv
31	143881	99	L4Rvir	flip	30	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha30_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha030/L4Rvir_sid143881_J122138+043026_flip_alpha30_spectrum_fits.csv
32	143881	99	L4Rvir	flip	31	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha31_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha031/L4Rvir_sid143881_J122138+043026_flip_alpha31_spectrum_fits.csv
33	143881	99	L4Rvir	flip	32	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha32_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha032/L4Rvir_sid143881_J122138+043026_flip_alpha32_spectrum_fits.csv
34	143881	99	L4Rvir	flip	33	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha33_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha033/L4Rvir_sid143881_J122138+043026_flip_alpha33_spectrum_fits.csv
35	143881	99	L4Rvir	flip	34	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha34_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha034/L4Rvir_sid143881_J122138+043026_flip_alpha34_spectrum_fits.csv
36	143881	99	L4Rvir	flip	35	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha35_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha035/L4Rvir_sid143881_J122138+043026_flip_alpha35_spectrum_fits.csv
37	143881	99	L4Rvir	flip	36	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha36_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha036/L4Rvir_sid143881_J122138+043026_flip_alpha36_spectrum_fits.csv
38	143881	99	L4Rvir	flip	37	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha37_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha037/L4Rvir_sid143881_J122138+043026_flip_alpha37_spectrum_fits.csv
39	143881	99	L4Rvir	flip	38	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha38_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha038/L4Rvir_sid143881_J122138+043026_flip_alpha38_spectrum_fits.csv
40	143881	99	L4Rvir	flip	39	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha39_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha039/L4Rvir_sid143881_J122138+043026_flip_alpha39_spectrum_fits.csv
41	143881	99	L4Rvir	flip	40	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha40_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha040/L4Rvir_sid143881_J122138+043026_flip_alpha40_spectrum_fits.csv
42	143881	99	L4Rvir	flip	41	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha41_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha041/L4Rvir_sid143881_J122138+043026_flip_alpha41_spectrum_fits.csv
43	143881	99	L4Rvir	flip	42	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha42_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha042/L4Rvir_sid143881_J122138+043026_flip_alpha42_spectrum_fits.csv
44	143881	99	L4Rvir	flip	43	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha43_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha043/L4Rvir_sid143881_J122138+043026_flip_alpha43_spectrum_fits.csv
45	143881	99	L4Rvir	flip	44	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha44_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha044/L4Rvir_sid143881_J122138+043026_flip_alpha44_spectrum_fits.csv
46	143881	99	L4Rvir	flip	45	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha45_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha045/L4Rvir_sid143881_J122138+043026_flip_alpha45_spectrum_fits.csv
47	143881	99	L4Rvir	flip	46	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha46_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha046/L4Rvir_sid143881_J122138+043026_flip_alpha46_spectrum_fits.csv
48	143881	99	L4Rvir	flip	47	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha47_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha047/L4Rvir_sid143881_J122138+043026_flip_alpha47_spectrum_fits.csv
49	143881	99	L4Rvir	flip	48	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha48_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha048/L4Rvir_sid143881_J122138+043026_flip_alpha48_spectrum_fits.csv
50	143881	99	L4Rvir	flip	49	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha49_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha049/L4Rvir_sid143881_J122138+043026_flip_alpha49_spectrum_fits.csv
51	143881	99	L4Rvir	flip	50	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha50_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha050/L4Rvir_sid143881_J122138+043026_flip_alpha50_spectrum_fits.csv
52	143881	99	L4Rvir	flip	51	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha51_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha051/L4Rvir_sid143881_J122138+043026_flip_alpha51_spectrum_fits.csv
53	143881	99	L4Rvir	flip	52	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha52_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha052/L4Rvir_sid143881_J122138+043026_flip_alpha52_spectrum_fits.csv
54	143881	99	L4Rvir	flip	53	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha53_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha053/L4Rvir_sid143881_J122138+043026_flip_alpha53_spectrum_fits.csv
55	143881	99	L4Rvir	flip	54	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha54_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha054/L4Rvir_sid143881_J122138+043026_flip_alpha54_spectrum_fits.csv
56	143881	99	L4Rvir	flip	55	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha55_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha055/L4Rvir_sid143881_J122138+043026_flip_alpha55_spectrum_fits.csv
57	143881	99	L4Rvir	flip	56	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha56_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha056/L4Rvir_sid143881_J122138+043026_flip_alpha56_spectrum_fits.csv
58	143881	99	L4Rvir	flip	57	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/spectra_h5/L4Rvir_sid143881_J122138+043026_flip_alpha57_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143881/rays_and_spectra_sid143881_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha057/L4Rvir_sid143881_J122138+043026_flip_alpha57_spectrum_fits.csv
