task_id	sid	snap	run_label	mode	alpha	ray_id	spectrum_file	output_file
5224	348901	99	L4Rvir	flip	183	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha183_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha183/L4Rvir_sid348901_J122138+043026_flip_alpha183_spectrum_fits.csv
5225	348901	99	L4Rvir	flip	184	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha184_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha184/L4Rvir_sid348901_J122138+043026_flip_alpha184_spectrum_fits.csv
5226	348901	99	L4Rvir	flip	185	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha185_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha185/L4Rvir_sid348901_J122138+043026_flip_alpha185_spectrum_fits.csv
5227	348901	99	L4Rvir	flip	186	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha186_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha186/L4Rvir_sid348901_J122138+043026_flip_alpha186_spectrum_fits.csv
5228	348901	99	L4Rvir	flip	187	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha187_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha187/L4Rvir_sid348901_J122138+043026_flip_alpha187_spectrum_fits.csv
5229	348901	99	L4Rvir	flip	188	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha188_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha188/L4Rvir_sid348901_J122138+043026_flip_alpha188_spectrum_fits.csv
5230	348901	99	L4Rvir	flip	189	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha189_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha189/L4Rvir_sid348901_J122138+043026_flip_alpha189_spectrum_fits.csv
5231	348901	99	L4Rvir	flip	190	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha190_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha190/L4Rvir_sid348901_J122138+043026_flip_alpha190_spectrum_fits.csv
5232	348901	99	L4Rvir	flip	191	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha191_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha191/L4Rvir_sid348901_J122138+043026_flip_alpha191_spectrum_fits.csv
5233	348901	99	L4Rvir	flip	192	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha192_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha192/L4Rvir_sid348901_J122138+043026_flip_alpha192_spectrum_fits.csv
5234	348901	99	L4Rvir	flip	193	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha193_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha193/L4Rvir_sid348901_J122138+043026_flip_alpha193_spectrum_fits.csv
5235	348901	99	L4Rvir	flip	194	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha194_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha194/L4Rvir_sid348901_J122138+043026_flip_alpha194_spectrum_fits.csv
5236	348901	99	L4Rvir	flip	195	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha195_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha195/L4Rvir_sid348901_J122138+043026_flip_alpha195_spectrum_fits.csv
5237	348901	99	L4Rvir	flip	196	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha196_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha196/L4Rvir_sid348901_J122138+043026_flip_alpha196_spectrum_fits.csv
5238	348901	99	L4Rvir	flip	197	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha197_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha197/L4Rvir_sid348901_J122138+043026_flip_alpha197_spectrum_fits.csv
5239	348901	99	L4Rvir	flip	198	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha198_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha198/L4Rvir_sid348901_J122138+043026_flip_alpha198_spectrum_fits.csv
5240	348901	99	L4Rvir	flip	199	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha199_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha199/L4Rvir_sid348901_J122138+043026_flip_alpha199_spectrum_fits.csv
5241	348901	99	L4Rvir	flip	200	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha200_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha200/L4Rvir_sid348901_J122138+043026_flip_alpha200_spectrum_fits.csv
5242	348901	99	L4Rvir	flip	201	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha201_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha201/L4Rvir_sid348901_J122138+043026_flip_alpha201_spectrum_fits.csv
5243	348901	99	L4Rvir	flip	202	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha202_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha202/L4Rvir_sid348901_J122138+043026_flip_alpha202_spectrum_fits.csv
5244	348901	99	L4Rvir	flip	203	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha203_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha203/L4Rvir_sid348901_J122138+043026_flip_alpha203_spectrum_fits.csv
5245	348901	99	L4Rvir	flip	204	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha204_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha204/L4Rvir_sid348901_J122138+043026_flip_alpha204_spectrum_fits.csv
5246	348901	99	L4Rvir	flip	205	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha205_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha205/L4Rvir_sid348901_J122138+043026_flip_alpha205_spectrum_fits.csv
5247	348901	99	L4Rvir	flip	206	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha206_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha206/L4Rvir_sid348901_J122138+043026_flip_alpha206_spectrum_fits.csv
5248	348901	99	L4Rvir	flip	207	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha207_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha207/L4Rvir_sid348901_J122138+043026_flip_alpha207_spectrum_fits.csv
5249	348901	99	L4Rvir	flip	208	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha208_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha208/L4Rvir_sid348901_J122138+043026_flip_alpha208_spectrum_fits.csv
5250	348901	99	L4Rvir	flip	209	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha209_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha209/L4Rvir_sid348901_J122138+043026_flip_alpha209_spectrum_fits.csv
5251	348901	99	L4Rvir	flip	210	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha210_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha210/L4Rvir_sid348901_J122138+043026_flip_alpha210_spectrum_fits.csv
5252	348901	99	L4Rvir	flip	211	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha211_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha211/L4Rvir_sid348901_J122138+043026_flip_alpha211_spectrum_fits.csv
5253	348901	99	L4Rvir	flip	212	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha212_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha212/L4Rvir_sid348901_J122138+043026_flip_alpha212_spectrum_fits.csv
5254	348901	99	L4Rvir	flip	213	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha213_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha213/L4Rvir_sid348901_J122138+043026_flip_alpha213_spectrum_fits.csv
5255	348901	99	L4Rvir	flip	214	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha214_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha214/L4Rvir_sid348901_J122138+043026_flip_alpha214_spectrum_fits.csv
5256	348901	99	L4Rvir	flip	215	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha215_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha215/L4Rvir_sid348901_J122138+043026_flip_alpha215_spectrum_fits.csv
5257	348901	99	L4Rvir	flip	216	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha216_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha216/L4Rvir_sid348901_J122138+043026_flip_alpha216_spectrum_fits.csv
5258	348901	99	L4Rvir	flip	217	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha217_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha217/L4Rvir_sid348901_J122138+043026_flip_alpha217_spectrum_fits.csv
5259	348901	99	L4Rvir	flip	218	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha218_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha218/L4Rvir_sid348901_J122138+043026_flip_alpha218_spectrum_fits.csv
5260	348901	99	L4Rvir	flip	219	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha219_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha219/L4Rvir_sid348901_J122138+043026_flip_alpha219_spectrum_fits.csv
5261	348901	99	L4Rvir	flip	220	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha220_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha220/L4Rvir_sid348901_J122138+043026_flip_alpha220_spectrum_fits.csv
5262	348901	99	L4Rvir	flip	221	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha221_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha221/L4Rvir_sid348901_J122138+043026_flip_alpha221_spectrum_fits.csv
5263	348901	99	L4Rvir	flip	222	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha222_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha222/L4Rvir_sid348901_J122138+043026_flip_alpha222_spectrum_fits.csv
5264	348901	99	L4Rvir	flip	223	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha223_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha223/L4Rvir_sid348901_J122138+043026_flip_alpha223_spectrum_fits.csv
5265	348901	99	L4Rvir	flip	224	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha224_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha224/L4Rvir_sid348901_J122138+043026_flip_alpha224_spectrum_fits.csv
5266	348901	99	L4Rvir	flip	225	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha225_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha225/L4Rvir_sid348901_J122138+043026_flip_alpha225_spectrum_fits.csv
5267	348901	99	L4Rvir	flip	226	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha226_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha226/L4Rvir_sid348901_J122138+043026_flip_alpha226_spectrum_fits.csv
5268	348901	99	L4Rvir	flip	227	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha227_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha227/L4Rvir_sid348901_J122138+043026_flip_alpha227_spectrum_fits.csv
5269	348901	99	L4Rvir	flip	228	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha228_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha228/L4Rvir_sid348901_J122138+043026_flip_alpha228_spectrum_fits.csv
5270	348901	99	L4Rvir	flip	229	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha229_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha229/L4Rvir_sid348901_J122138+043026_flip_alpha229_spectrum_fits.csv
5271	348901	99	L4Rvir	flip	230	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha230_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha230/L4Rvir_sid348901_J122138+043026_flip_alpha230_spectrum_fits.csv
5272	348901	99	L4Rvir	flip	231	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha231_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha231/L4Rvir_sid348901_J122138+043026_flip_alpha231_spectrum_fits.csv
5273	348901	99	L4Rvir	flip	232	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha232_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha232/L4Rvir_sid348901_J122138+043026_flip_alpha232_spectrum_fits.csv
5274	348901	99	L4Rvir	flip	233	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha233_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha233/L4Rvir_sid348901_J122138+043026_flip_alpha233_spectrum_fits.csv
5275	348901	99	L4Rvir	flip	234	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha234_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha234/L4Rvir_sid348901_J122138+043026_flip_alpha234_spectrum_fits.csv
5276	348901	99	L4Rvir	flip	235	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha235_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha235/L4Rvir_sid348901_J122138+043026_flip_alpha235_spectrum_fits.csv
5277	348901	99	L4Rvir	flip	236	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha236_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha236/L4Rvir_sid348901_J122138+043026_flip_alpha236_spectrum_fits.csv
5278	348901	99	L4Rvir	flip	237	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha237_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha237/L4Rvir_sid348901_J122138+043026_flip_alpha237_spectrum_fits.csv
5279	348901	99	L4Rvir	flip	238	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha238_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha238/L4Rvir_sid348901_J122138+043026_flip_alpha238_spectrum_fits.csv
5280	348901	99	L4Rvir	flip	239	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha239_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha239/L4Rvir_sid348901_J122138+043026_flip_alpha239_spectrum_fits.csv
5281	348901	99	L4Rvir	flip	240	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/spectra_h5/L4Rvir_sid348901_J122138+043026_flip_alpha240_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid348901/rays_and_spectra_sid348901_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha240/L4Rvir_sid348901_J122138+043026_flip_alpha240_spectrum_fits.csv
